skill_name	source_repo	file_path	file_size	line_count
error-diagnostics-error-trace	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/error-diagnostics-error-trace//SKILL.md	2215	51
leiloeiro-juridico	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/leiloeiro-juridico//SKILL.md	19597	475
database-migration	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/database-migration//SKILL.md	11508	439
django-patterns	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/django-patterns//SKILL.md	21759	734
error-diagnostics-smart-debug	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/error-diagnostics-smart-debug//SKILL.md	6333	200
leiloeiro-mercado	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/leiloeiro-mercado//SKILL.md	17148	496
error-handling-patterns	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/error-handling-patterns//SKILL.md	1303	38
database-migrations-migration-observability	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/database-migrations-migration-observability//SKILL.md	13666	420
django-security	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/django-security//SKILL.md	16398	593
leiloeiro-risco	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/leiloeiro-risco//SKILL.md	18969	495
django-tdd	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/django-tdd//SKILL.md	21651	729
ethical-hacking-methodology	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/ethical-hacking-methodology//SKILL.md	11434	470
lex	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/lex//SKILL.md	3247	71
database-migrations-sql-migrations	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/database-migrations-sql-migrations//SKILL.md	2232	49
django-verification	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/django-verification//SKILL.md	11948	469
evaluation	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/evaluation//SKILL.md	10958	238
database-optimizer	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/database-optimizer//SKILL.md	10209	163
lightning-architecture-review	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/lightning-architecture-review//SKILL.md	2264	52
dmux-workflows	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/dmux-workflows//SKILL.md	6515	191
event-sourcing-architect	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/event-sourcing-architect//SKILL.md	2702	66
database	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/database//SKILL.md	4633	212
lightning-channel-factories	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/lightning-channel-factories//SKILL.md	2342	51
event-store-design	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/event-store-design//SKILL.md	16467	452
docker-patterns	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/docker-patterns//SKILL.md	8615	364
datadog-automation	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/datadog-automation//SKILL.md	9598	239
lightning-factory-explainer	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/lightning-factory-explainer//SKILL.md	2257	51
documentation-lookup	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/documentation-lookup//SKILL.md	4990	90
evolution	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/evolution//SKILL.md	12496	424
dbos-golang	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/dbos-golang//SKILL.md	3447	126
linear-automation	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/linear-automation//SKILL.md	6236	182
exa-search	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/exa-search//SKILL.md	1172	39
dotnet-patterns	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/dotnet-patterns//SKILL.md	9541	321
linear-claude-skill	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/linear-claude-skill//SKILL.md	14797	542
dbos-python	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/dbos-python//SKILL.md	2717	95
executing-plans	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/executing-plans//SKILL.md	2415	82
e2e-testing	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/e2e-testing//SKILL.md	8391	326
dbos-typescript	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/dbos-typescript//SKILL.md	3015	104
explain-like-socrates	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/explain-like-socrates//SKILL.md	4395	160
ecc-tools-cost-audit	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/ecc-tools-cost-audit//SKILL.md	6644	160
linkedin-automation	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/linkedin-automation//SKILL.md	6658	179
dbt-transformation-patterns	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/dbt-transformation-patterns//SKILL.md	1339	37
expo-api-routes	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/expo-api-routes//SKILL.md	9106	370
email-ops	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/email-ops//SKILL.md	3554	121
linkedin-cli	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/linkedin-cli//SKILL.md	23122	535
ddd-context-mapping	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/ddd-context-mapping//SKILL.md	1630	52
linkerd-patterns	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/linkerd-patterns//SKILL.md	8701	326
expo-cicd-workflows	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/expo-cicd-workflows//SKILL.md	3949	100
energy-procurement	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/energy-procurement//SKILL.md	30305	228
lint-and-validate	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/lint-and-validate//SKILL.md	1789	49
ddd-strategic-design	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/ddd-strategic-design//SKILL.md	1639	52
enterprise-agent-ops	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/enterprise-agent-ops//SKILL.md	1254	50
expo-deployment	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/expo-deployment//SKILL.md	2144	73
linux-privilege-escalation	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/linux-privilege-escalation//SKILL.md	12369	512
ddd-tactical-patterns	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/ddd-tactical-patterns//SKILL.md	1703	53
eval-harness	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/eval-harness//SKILL.md	6764	270
expo-dev-client	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/expo-dev-client//SKILL.md	4040	172
linux-shell-scripting	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/linux-shell-scripting//SKILL.md	13054	508
evm-token-decimals	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/evm-token-decimals//SKILL.md	3977	130
debug-buttercup	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/debug-buttercup//SKILL.md	9843	274
linux-troubleshooting	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/linux-troubleshooting//SKILL.md	4303	220
expo-tailwind-setup	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/expo-tailwind-setup//SKILL.md	12745	488
exa-search	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/exa-search//SKILL.md	3489	103
debugger	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/debugger//SKILL.md	1388	53
llm-app-patterns	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/llm-app-patterns//SKILL.md	22406	763
expo-ui-jetpack-compose	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/expo-ui-jetpack-compose//SKILL.md	2466	52
fal-ai-media	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/fal-ai-media//SKILL.md	7217	284
debugging-strategies	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/debugging-strategies//SKILL.md	1268	37
llm-application-dev-ai-assistant	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/llm-application-dev-ai-assistant//SKILL.md	1564	38
expo-ui-swift-ui	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/expo-ui-swift-ui//SKILL.md	2057	52
finance-billing-ops	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/finance-billing-ops//SKILL.md	3946	127
llm-application-dev-langchain-agent	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/llm-application-dev-langchain-agent//SKILL.md	8085	249
debugging-toolkit-smart-debug	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/debugging-toolkit-smart-debug//SKILL.md	6333	200
flutter-dart-code-review	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/flutter-dart-code-review//SKILL.md	23524	435
faf-expert	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/faf-expert//SKILL.md	5892	220
llm-application-dev-prompt-optimize	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/llm-application-dev-prompt-optimize//SKILL.md	1463	40
foundation-models-on-device	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/foundation-models-on-device//SKILL.md	8419	243
deep-research	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/deep-research//SKILL.md	2983	115
llm-evaluation	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/llm-evaluation//SKILL.md	14568	486
faf-wizard	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/faf-wizard//SKILL.md	7347	251
frontend-design	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/frontend-design//SKILL.md	3968	145
llm-ops	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/llm-ops//SKILL.md	8245	258
defi-protocol-templates	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/defi-protocol-templates//SKILL.md	15211	469
fal-audio	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/fal-audio//SKILL.md	742	23
frontend-patterns	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/frontend-patterns//SKILL.md	15415	642
llm-prompt-optimizer	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/llm-prompt-optimizer//SKILL.md	6312	182
defuddle	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/defuddle//SKILL.md	1420	50
fal-generate	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/fal-generate//SKILL.md	714	23
frontend-slides	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/frontend-slides//SKILL.md	6731	184
llm-structured-output	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/llm-structured-output//SKILL.md	15447	207
gan-style-harness	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/gan-style-harness//SKILL.md	12444	278
fal-image-edit	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/fal-image-edit//SKILL.md	778	23
local-legal-seo-audit	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/local-legal-seo-audit//SKILL.md	12694	347
dependency-management-deps-audit	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/dependency-management-deps-audit//SKILL.md	1898	47
git-workflow	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/git-workflow//SKILL.md	15772	715
local-llm-expert	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/local-llm-expert//SKILL.md	5981	83
fal-platform	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/fal-platform//SKILL.md	770	23
dependency-upgrade	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/dependency-upgrade//SKILL.md	9840	424
github-ops	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/github-ops//SKILL.md	4771	144
fal-upscale	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/fal-upscale//SKILL.md	734	23
logistics-exception-management	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/logistics-exception-management//SKILL.md	16993	203
deployment-engineer	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/deployment-engineer//SKILL.md	9686	166
golang-patterns	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/golang-patterns//SKILL.md	14703	674
fal-workflow	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/fal-workflow//SKILL.md	722	23
loki-mode	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/loki-mode//SKILL.md	28842	727
deployment-pipeline-design	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/deployment-pipeline-design//SKILL.md	9188	374
loss-aversion-designer	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/loss-aversion-designer//SKILL.md	5076	116
golang-testing	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/golang-testing//SKILL.md	17358	720
family-health-analyzer	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/family-health-analyzer//SKILL.md	3321	145
deployment-procedures	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/deployment-procedures//SKILL.md	6079	246
m365-agents-dotnet	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/m365-agents-dotnet//SKILL.md	9685	294
google-workspace-ops	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/google-workspace-ops//SKILL.md	2819	95
fastapi-pro	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/fastapi-pro//SKILL.md	6626	190
m365-agents-py	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/m365-agents-py//SKILL.md	12157	345
deployment-validation-config-validate	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/deployment-validation-config-validate//SKILL.md	14708	499
healthcare-cdss-patterns	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/healthcare-cdss-patterns//SKILL.md	9565	245
m365-agents-ts	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/m365-agents-ts//SKILL.md	6270	186
fastapi-router-py	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/fastapi-router-py//SKILL.md	1663	58
healthcare-emr-patterns	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/healthcare-emr-patterns//SKILL.md	6772	159
design-md	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/design-md//SKILL.md	8123	179
machine-learning-ops-ml-pipeline	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/machine-learning-ops-ml-pipeline//SKILL.md	10863	317
fastapi-templates	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/fastapi-templates//SKILL.md	1292	35
healthcare-eval-harness	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/healthcare-eval-harness//SKILL.md	7914	207
design-orchestration	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/design-orchestration//SKILL.md	3687	169
macos-menubar-tuist-app	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/macos-menubar-tuist-app//SKILL.md	4364	109
healthcare-phi-compliance	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/healthcare-phi-compliance//SKILL.md	5706	145
favicon	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/favicon//SKILL.md	9603	239
design-spells	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/design-spells//SKILL.md	2346	36
macos-spm-app-packaging	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/macos-spm-app-packaging//SKILL.md	5043	105
hexagonal-architecture	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/hexagonal-architecture//SKILL.md	11669	276
magic-animator	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/magic-animator//SKILL.md	2061	36
fda-food-safety-auditor	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/fda-food-safety-auditor//SKILL.md	2765	59
devcontainer-setup	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/devcontainer-setup//SKILL.md	8222	302
hipaa-compliance	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/hipaa-compliance//SKILL.md	3695	78
fda-medtech-compliance-auditor	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/fda-medtech-compliance-auditor//SKILL.md	3009	62
magic-ui-generator	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/magic-ui-generator//SKILL.md	2788	41
development	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/development//SKILL.md	6984	262
hookify-rules	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/hookify-rules//SKILL.md	3662	128
inventory-demand-planning	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/inventory-demand-planning//SKILL.md	24755	247
mailchimp-automation	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/mailchimp-automation//SKILL.md	12785	235
ffuf-claude-skill	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/ffuf-claude-skill//SKILL.md	516	23
devops-deploy	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/devops-deploy//SKILL.md	7387	294
investor-materials	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/investor-materials//SKILL.md	2819	96
make-automation	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/make-automation//SKILL.md	7584	205
devops-troubleshooter	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/devops-troubleshooter//SKILL.md	9792	157
ffuf-web-fuzzing	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/ffuf-web-fuzzing//SKILL.md	18253	506
investor-outreach	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/investor-outreach//SKILL.md	2734	91
makepad-animation	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/makepad-animation//SKILL.md	8199	312
figma-automation	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/figma-automation//SKILL.md	7220	185
diary	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/diary//SKILL.md	9114	160
makepad-basics	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/makepad-basics//SKILL.md	4858	160
iterative-retrieval	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/iterative-retrieval//SKILL.md	6892	211
file-organizer	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/file-organizer//SKILL.md	6553	253
makepad-deployment	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/makepad-deployment//SKILL.md	12189	418
differential-review	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/differential-review//SKILL.md	6760	218
java-coding-standards	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/java-coding-standards//SKILL.md	4019	147
makepad-dsl	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/makepad-dsl//SKILL.md	4718	162
file-path-traversal	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/file-path-traversal//SKILL.md	12491	492
jira-integration	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/jira-integration//SKILL.md	9261	293
discord-automation	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/discord-automation//SKILL.md	7319	190
file-uploads	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/file-uploads//SKILL.md	5648	228
makepad-event-action	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/makepad-event-action//SKILL.md	6693	258
jpa-patterns	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/jpa-patterns//SKILL.md	4699	151
discord-bot-architect	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/discord-bot-architect//SKILL.md	39887	1455
makepad-font	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/makepad-font//SKILL.md	6202	229
filesystem-context	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/filesystem-context//SKILL.md	13768	322
knowledge-ops	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/knowledge-ops//SKILL.md	6894	154
find-bugs	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/find-bugs//SKILL.md	3228	83
makepad-layout	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/makepad-layout//SKILL.md	4930	184
dispatching-parallel-agents	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/dispatching-parallel-agents//SKILL.md	6344	182
kotlin-coroutines-flows	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/kotlin-coroutines-flows//SKILL.md	8038	284
makepad-platform	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/makepad-platform//SKILL.md	4691	170
finishing-a-development-branch	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/finishing-a-development-branch//SKILL.md	4619	206
distributed-debugging-debug-trace	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/distributed-debugging-debug-trace//SKILL.md	2024	47
kotlin-exposed-patterns	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/kotlin-exposed-patterns//SKILL.md	22726	719
firebase	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/firebase//SKILL.md	19296	691
makepad-reference	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/makepad-reference//SKILL.md	2002	55
distributed-tracing	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/distributed-tracing//SKILL.md	10974	453
kotlin-ktor-patterns	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/kotlin-ktor-patterns//SKILL.md	20124	689
makepad-shaders	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/makepad-shaders//SKILL.md	5937	198
firecrawl-scraper	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/firecrawl-scraper//SKILL.md	1268	40
kotlin-patterns	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/kotlin-patterns//SKILL.md	19553	711
django-access-review	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/django-access-review//SKILL.md	10975	352
makepad-skills	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/makepad-skills//SKILL.md	840	23
firmware-analyst	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/firmware-analyst//SKILL.md	8158	317
kotlin-testing	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/kotlin-testing//SKILL.md	21515	824
django-perf-review	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/django-perf-review//SKILL.md	12159	404
laravel-patterns	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/laravel-patterns//SKILL.md	10954	415
makepad-splash	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/makepad-splash//SKILL.md	4737	221
fitness-analyzer	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/fitness-analyzer//SKILL.md	10633	439
laravel-plugin-discovery	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/laravel-plugin-discovery//SKILL.md	6610	229
django-pro	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/django-pro//SKILL.md	7158	178
makepad-widgets	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/makepad-widgets//SKILL.md	6645	215
fix-review	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/fix-review//SKILL.md	1884	54
laravel-security	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/laravel-security//SKILL.md	7727	285
doc-coauthoring	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/doc-coauthoring//SKILL.md	16153	381
malware-analyst	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/malware-analyst//SKILL.md	6744	244
fixing-accessibility	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/fixing-accessibility//SKILL.md	4883	136
laravel-tdd	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/laravel-tdd//SKILL.md	7716	283
docker-expert	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/docker-expert//SKILL.md	14534	413
manifest	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/manifest//SKILL.md	3643	127
fixing-metadata	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/fixing-metadata//SKILL.md	4455	109
laravel-verification	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/laravel-verification//SKILL.md	4429	179
docs-architect	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/docs-architect//SKILL.md	4241	96
market-sizing-analysis	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/market-sizing-analysis//SKILL.md	13179	423
fixing-motion-performance	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/fixing-motion-performance//SKILL.md	5743	152
documentation-generation-doc-generate	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/documentation-generation-doc-generate//SKILL.md	1959	51
lead-intelligence	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/lead-intelligence//SKILL.md	12086	321
marketing-ideas	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/marketing-ideas//SKILL.md	5631	227
flutter-expert	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/flutter-expert//SKILL.md	9537	197
documentation-templates	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/documentation-templates//SKILL.md	3595	199
liquid-glass-design	everything-claude-code	/c/Users/Dell/Desktop/kisisel/CloaudeCodeInfinity/sources/everything-claude-code/skills/liquid-glass-design//SKILL.md	9324	279
marketing-psychology	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/marketing-psychology//SKILL.md	6511	261
food-database-query	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/food-database-query//SKILL.md	17051	793
documentation	antigravity-awesome-skills	sources/antigravity-awesome-skills/skills/documentation//SKILL.md	5606	260
